Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
37,1.0099443197250366,0.0069937631674110885,0.45100853085517884,0.4566641104221344,23.24468688336396,0.7078519210219383
38,1.0068909311294556,0.007343068607151508,0.34886242628097536,0.34644285678863523,23.799001673705362,0.719164577126503
39,1.0165322399139405,0.006865210831165314,0.20964499652385712,0.2091166603565216,22.919386800738323,0.706844791173935
40,1.0080562686920167,0.007221967559307814,0.05005753944162279,0.05129004240501672,21.634450334965845,0.7016435182094574
41,0.9987668561935424,0.007904747128486633,0.025271487913123565,0.02589054983198366,22.974636221266984,0.6996395897865295
42,0.994892725944519,0.00764254879206419,0.1247143456339836,0.13931460365653037,22.2037866492403,0.7037177151441574
43,0.9968216776847839,0.00718997759744525,0.25335011661052703,0.24836811661720276,23.683475294406115,0.7181952282786369
44,0.9974218845367432,0.00661708451807499,0.24053962230682374,0.2344462502002716,23.089125152133114,0.7099282619357109
45,0.9985802745819092,0.007197527438402176,0.22282638192176818,0.23044516563415526,21.5740704347653,0.7070303037762642
46,0.9976709794998169,0.006863539591431617,0.2787971091270447,0.2816870701313019,22.794690553427515,0.7088035133481025
47,0.998578679561615,0.0067341126687824725,0.3294037127494812,0.3229216170310974,23.77488022166328,0.7299122306704521
48,0.9982506465911866,0.006419584155082703,0.29257368326187133,0.2988503921031952,23.931915089914888,0.7224307909607888
49,0.9799266624450683,0.006575701516121626,0.42528462171554565,0.4160920560359955,23.478221454332072,0.7270913428068161
50,0.995102014541626,0.006362681612372399,0.5012742805480958,0.5063671588897705,24.01548487991452,0.7268493023514747
51,1.006314148902893,0.0060371789336204525,0.5767051696777343,0.5826041746139526,22.885176886790184,0.724117571413517
52,1.0001708555221558,0.005887009790167212,0.5581045246124268,0.5560419273376465,23.934027381497675,0.7231696590781211
53,1.0092605590820312,0.005950298123061657,0.5372691202163696,0.532523045539856,23.670335906820394,0.7342733508348465
54,0.9948245954513549,0.0065011014044284825,0.4127393388748169,0.4049819374084473,22.677276303071423,0.7229881432652473
55,1.0062227964401245,0.006172587051987648,0.3549464428424835,0.35247273862361905,23.75862902610537,0.7337882718443871
56,1.0035563278198243,0.006105780880898237,0.25570148587226865,0.2508705735206604,24.244569645829745,0.731553647518158
57,1.0020416212081908,0.005958494544029236,0.19831090927124023,0.19395136713981628,23.830174448672725,0.7289806881546974
58,1.0006839799880982,0.006159866042435169,0.12819166749715805,0.1263950389623642,23.955348541409958,0.7310741075873375
59,1.0002261400222778,0.006351788155734539,0.1490429961681366,0.1557540488243103,23.860089585931142,0.7221373760700226
60,1.0005141162872315,0.006221981793642044,0.14147367417812348,0.13500013053417206,23.850889109205788,0.7338367035984993
61,1.009267020225525,0.006146232131868601,0.10775258958339691,0.11637324839830399,22.539548660206705,0.723575259745121
62,0.995422728061676,0.006994787901639939,0.18100118696689604,0.1880205065011978,23.38083164870379,0.7240942168235779
63,0.999235143661499,0.007486996743828058,0.21883024215698244,0.21180847764015198,23.97535240230419,0.7264767801761627
64,0.9942134284973144,0.006871955431997776,0.21020137429237365,0.20830389201641084,22.823576099226763,0.7250646960735321
65,1.002414197921753,0.006399674862623214,0.21811244189739226,0.22134379029273987,22.612016799819273,0.7155048540234565
66,1.0001950216293336,0.005941992867738008,0.22279799938201905,0.22826726019382476,23.380368869783386,0.7324906453490257
67,0.9949872827529908,0.006122704520821571,0.2731733703613281,0.2705301320552826,23.9041709913449,0.733969560265541
68,1.00273095369339,0.006929174531251192,0.2699886620044708,0.2734235215187073,24.227812988667957,0.732310696542263
69,0.9982700634002686,0.006068076267838478,0.2793863034248352,0.2777861750125885,22.967723104438974,0.7318266618251801
70,0.9964543581008911,0.00566586185246706,0.2765050029754639,0.27470197558403014,24.3979001597204,0.7399306929111481
71,0.9998769521713257,0.005524445567280054,0.2763616716861725,0.2798848783969879,24.261703557937654,0.7397812315821648
72,0.99947265625,0.0059592174924910065,0.2768327510356903,0.2766389787197113,24.20507967210115,0.7336672294139862
73,1.008141942024231,0.005673426054418087,0.29157837986946106,0.3002984881401062,24.24084392906853,0.7392581194639206
74,0.9956206941604614,0.0061154174990952015,0.29103382587432863,0.29318675041198733,21.603352784081338,0.7300576674938202
75,1.0010913944244384,0.006003271080553532,0.32788643598556516,0.33220847845077517,24.025281050052413,0.731007283627987
76,1.0035485124588013,0.00576875563710928,0.3300151300430298,0.33771015882492067,24.43999311703778,0.7389484429359436
77,1.0049964332580565,0.0060310959815979,0.3479326391220093,0.353096684217453,22.51158932532324,0.7319281223416328
78,1.0003936886787415,0.006144414152950048,0.36104363441467285,0.3597310936450958,24.208229184027378,0.731527047753334
79,1.0040274572372436,0.005961440242826938,0.33255059480667115,0.3381154453754425,24.359671000537432,0.7392830058932305
80,0.9992873835563659,0.005911913588643074,0.36664686679840086,0.3669802498817444,23.043166181412463,0.735300053358078
81,0.9992203783988952,0.005802946910262108,0.36233107805252074,0.3618080520629883,24.51572592228143,0.7386102253198623
82,1.0074530267715454,0.005703852828592062,0.3586136436462402,0.3669756710529327,24.343740029193356,0.7353864002227783
83,1.0031595516204834,0.005910006575286389,0.37057550430297853,0.37393455266952513,24.198054476471803,0.7374094864726066
84,1.0044604539871216,0.005357982255518436,0.41780556678771974,0.42731452226638794,24.336248254135665,0.7324538671970368
85,0.9988910102844238,0.0053954231180250644,0.45817652583122254,0.459707407951355,23.889377375742864,0.7409399202466012
86,0.9978364467620849,0.0052054979465901855,0.4672142744064331,0.4712665128707886,24.68923615421088,0.7446835365891457
87,0.9987081098556518,0.005283782258629799,0.5330991411209106,0.5416908311843872,24.74218754681475,0.7448403066396714
88,1.0035668754577636,0.00553431635722518,0.5765189981460571,0.5809643602371216,24.57974246606351,0.7440177291631699
89,1.0086187863349914,0.005467435512691736,0.5459859466552734,0.5594617915153504,23.401157973535753,0.7429623666405678
90,1.002109398841858,0.005342012047767639,0.6213139247894287,0.6309788227081299,22.183028475608637,0.7283791708946228
91,1.0084974479675293,0.00544645220041275,0.658849515914917,0.6730001401901246,24.338151818668386,0.7438602936267853
92,1.0003755235671996,0.005399473235011101,0.7371745395660401,0.742851459980011,22.391648977913896,0.7443366500735283
93,1.006277847290039,0.0054974410496652125,0.7062326383590698,0.7059786128997803,24.30335490756295,0.7365581619739533
94,1.007961664199829,0.005136276092380285,0.6478815650939942,0.6555669140815735,24.779278271878034,0.746586272418499
95,0.9976666069030762,0.005240108966827393,0.6482859015464782,0.6484478116035461,24.23453131030858,0.738779102563858
96,1.0041401529312133,0.005188217833638192,0.5950635671615601,0.5961051797866821,23.826637332638118,0.7407040005922317
97,0.9977849006652832,0.0049960542470216755,0.5913034868240357,0.5926755595207215,24.779343534572664,0.7429774323105812
98,1.0044713354110717,0.005644998755306005,0.5893695902824402,0.5975401830673218,23.976034485126778,0.7431614631414414
99,1.0056854534149169,0.005429319851100445,0.5592145919799805,0.5562660217285156,24.346170431763838,0.7431297841668129
100,1.0037499523162843,0.0059546507149934765,0.5092078900337219,0.508976731300354,23.89234619083941,0.7346771562099457
